ums,nach,pers,umse,nache,perse,pdwichtig,umheute,aspekte,aufwand,behoerde,beh_grund,unsicher,datengm,ds_unter,ds_forsch,kund_dat,a_positiv,a_rsicher,a_gefahr,a_aufwand,a_kompliz,a_vorteil,a_vertrau,a_inno,a_kost,a_berat,a_proz,a_stand,a_ki,a_forsch,a_nachteil,erf_speich,si_speich,erf_intern,si_intern,erf_extunt,si_extunt,erf_forsch,si_forsch,br_zahl,br08,bges,gk9,gk4,aweight,online,vg,br04,br07
gleich,runter,gleich,gleich,runter,gleich,3,4,2,4,3,,3,3,3,3,3,2,2,3,4,3,1,2,4,5,4,3,,4,3,5,1,4,1,4,1,4,1,4,1,Fahrzeugbau,300,250-499,>=100,20.375,1,VG,VG,Fahrzeugbau
runter,runter,runter,gleich,gleich,gleich,5,5,2,2,3,,2,5,2,3,5,3,4,2,3,4,2,3,2,5,5,4,2,2,2,2,,,,,,,,,,Fahrzeugbau,643,500-999,>=100,20.375,0,VG,VG,Fahrzeugbau
gleich,gleich,gleich,runter,runter,runter,5,3,3,3,3,,3,5,3,3,3,1,1,2,5,5,4,3,3,5,5,2,4,4,4,3,1,4,1,4,1,4,1,4,2,Fahrzeugbau,220,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
hoch,hoch,hoch,hoch,hoch,hoch,5,5,2,3,3,,2,5,1,1,5,3,3,1,4,2,2,4,3,5,3,4,5,3,1,3,,,,,,,,,,Fahrzeugbau,947,500-999,>=100,20.375,0,VG,VG,Fahrzeugbau
hoch,hoch,gleich,gleich,gleich,gleich,5,4,2,3,3,,1,5,3,3,3,1,1,1,5,4,1,1,1,5,1,5,3,1,1,1,,,,,,,,,,Chemie/Pharma,50,50-99,20-99,23.925,0,VG,VG,Chemie/Pharma
hoch,gleich,runter,gleich,gleich,gleich,2,4,2,2,3,,2,3,3,2,3,1,4,1,3,1,2,3,1,3,2,3,4,2,2,1,1,5,2,4,1,5,1,5,,Sonstiges VG,400,250-499,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,runter,gleich,gleich,runter,gleich,1,,,,3,,,1,3,3,3,,,5,,,,,,,,,,,,,,,,,,,,,,Sonstiges VG,5,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
runter,runter,gleich,runter,runter,gleich,3,4,3,3,3,,2,3,3,3,3,1,2,2,3,1,1,1,5,4,2,3,3,2,3,2,,,,,,,,,,Fahrzeugbau,150,100-249,>=100,20.375,0,VG,VG,Fahrzeugbau
hoch,hoch,gleich,hoch,hoch,gleich,5,5,2,3,3,,2,5,1,1,4,1,3,1,5,4,4,1,4,5,5,2,3,1,2,5,,,,,,,,,,Chemie/Pharma,35,20-49,20-99,23.925,0,VG,VG,Chemie/Pharma
gleich,gleich,runter,runter,gleich,runter,4,4,3,3,3,,2,2,3,3,3,2,2,3,5,4,3,3,4,5,4,4,3,3,3,3,1,3,2,4,1,3,1,3,2,Maschinenbau,379,250-499,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,3,,2,2,3,,2,3,3,1,4,3,2,3,4,4,3,2,2,4,2,3,3,2,2,1,,,,,,,,,,Sonstiges VG,80,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,4,3,3,4,3,,3,3,3,3,4,1,1,3,4,4,5,1,3,4,4,3,2,3,3,4,2,3,2,3,1,3,1,3,2,Chemie/Pharma,18,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
hoch,hoch,hoch,runter,runter,hoch,5,4,2,2,3,,2,5,3,3,4,3,3,3,4,4,2,3,1,5,5,5,3,3,1,1,1,5,2,3,1,5,1,5,2,Sonstiges VG,40,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,4,5,2,3,2,Fehler beim Mailversand von Mitarbeitern (Verteiler sichtbar),2,5,3,3,4,2,2,1,4,5,1,3,3,4,4,3,3,3,1,3,1,4,2,5,1,4,2,3,2,Maschinenbau,65,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,runter,hoch,hoch,gleich,1,4,3,3,2,Datenschutzvorfall,2,1,3,3,4,2,2,4,5,4,1,2,4,5,4,2,3,3,1,5,1,4,2,,1,4,1,4,2,IKT-Hardware,600,500-999,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,hoch,hoch,gleich,3,4,2,2,3,,1,3,3,3,3,3,3,1,2,2,2,3,2,2,1,3,3,2,3,2,1,4,2,3,1,4,1,3,1,Medienbranche,5,5-9,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
runter,hoch,hoch,hoch,hoch,gleich,5,5,3,3,3,,1,5,1,3,5,1,1,1,5,4,1,1,1,5,3,2,1,3,1,3,1,5,2,5,1,5,1,5,1,sonstigeDL,18,10-19,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,hoch,4,5,3,4,3,,2,5,3,3,3,1,2,1,5,3,,4,3,,2,2,2,2,,2,1,4,2,4,1,5,1,5,,ReSteuWip,7,5-9,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,5,3,3,3,,1,4,3,3,4,1,2,3,3,3,3,3,3,4,3,3,3,4,1,3,1,4,1,4,1,4,1,4,1,sonstigeDL,80,50-99,20-99,32.41176470588236,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,5,3,3,3,,1,3,3,3,3,1,1,1,3,3,1,1,1,3,1,3,3,1,1,1,,,,,,,,,,Fahrzeugbau,16,10-19,5-19,38.76,0,VG,VG,Fahrzeugbau
hoch,gleich,gleich,gleich,gleich,runter,5,4,3,3,3,,1,5,1,3,4,1,4,1,5,5,1,3,1,4,5,5,5,1,,,1,5,2,5,1,5,1,5,1,ReSteuWip,19,10-19,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,hoch,5,5,2,3,3,,2,5,3,3,5,1,3,3,3,4,3,3,3,5,4,4,4,3,3,3,,,,,,,,,,ReSteuWip,150,100-249,>=100,22.07692307692308,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,hoch,hoch,hoch,hoch,5,5,1,3,3,,1,5,3,3,5,5,5,1,5,2,3,5,,5,5,5,5,3,1,1,,,,,,,,,3,IKT-Dienstleister,600,500-999,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
hoch,runter,gleich,gleich,runter,gleich,3,5,3,3,3,,2,2,2,2,2,1,2,1,5,5,5,3,5,5,5,1,1,1,1,1,,,,,,,,,,Werbung,9,5-9,5-19,169.0416666666667,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,gleich,gleich,gleich,3,4,3,3,3,,1,3,1,3,4,1,3,1,2,3,1,3,3,3,2,4,4,,,3,1,4,2,2,1,5,1,4,1,Werbung,20,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,4,3,2,3,,2,2,3,3,4,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,Fahrzeugbau,45,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
hoch,gleich,runter,gleich,gleich,gleich,5,4,3,3,3,,2,5,1,3,4,2,3,5,5,4,5,2,3,4,5,4,3,4,5,1,,,,,,,,,,UBeratung,12,10-19,5-19,205.9583333333333,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,gleich,gleich,runter,4,4,2,3,3,,2,3,3,3,3,2,4,2,4,4,2,3,2,4,3,4,4,2,2,4,1,5,2,4,1,4,1,3,3,Fahrzeugbau,115,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
gleich,gleich,hoch,gleich,gleich,gleich,2,5,3,3,3,,2,2,3,1,4,2,2,2,4,4,1,1,4,4,3,3,3,4,2,3,,,,,,,,,,Chemie/Pharma,150,100-249,>=100,15.38297872340426,0,VG,VG,Chemie/Pharma
hoch,gleich,hoch,hoch,hoch,hoch,3,5,2,2,3,,2,3,3,3,4,3,4,1,2,3,2,3,3,4,3,4,3,3,3,4,1,2,1,3,1,4,1,4,2,Maschinenbau,448,250-499,>=100,39.74509803921568,1,VG,VG,Maschinenbau
hoch,hoch,hoch,hoch,hoch,gleich,5,5,3,3,3,,1,5,3,3,3,1,3,3,5,5,1,3,3,5,5,5,5,5,3,5,1,,2,5,1,5,1,5,1,Sonstiges VG,168,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,5,5,2,2,3,,1,5,1,3,5,3,4,1,3,3,2,3,2,4,2,4,4,3,3,3,1,5,1,5,1,5,1,5,1,IKT-Dienstleister,20,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,runter,runter,gleich,3,4,3,4,3,,3,4,3,3,4,3,3,4,4,3,2,3,4,3,4,3,3,2,1,4,,,,,,,,,,Maschinenbau,5,5-9,5-19,155.2,0,VG,VG,Maschinenbau
runter,runter,runter,runter,runter,runter,4,4,3,4,3,,1,4,1,3,2,1,3,4,5,5,3,3,4,5,3,3,2,3,1,4,,,,,,,,,,Sonstiges VG,13,10-19,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
hoch,hoch,hoch,hoch,hoch,hoch,1,5,2,2,3,,1,1,3,3,1,1,3,1,5,5,1,1,5,5,3,1,3,3,1,5,1,5,1,4,1,5,1,5,1,FuE,30,20-49,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,hoch,hoch,hoch,4,4,2,2,3,,1,5,3,3,4,1,2,1,3,2,1,1,1,3,5,3,3,1,1,1,,,,,,,,,,Sonstiges VG,28,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
runter,,gleich,runter,,gleich,3,4,3,3,3,,2,3,3,3,5,1,1,1,3,1,4,1,2,3,2,4,4,1,3,3,1,5,1,4,1,5,,5,1,Fahrzeugbau,30,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
runter,gleich,gleich,hoch,gleich,gleich,3,3,3,3,3,,2,4,3,3,4,3,3,3,4,4,2,3,3,4,3,4,4,3,3,3,,,,,,,,,,Maschinenbau,80,50-99,20-99,81.19565217391305,0,VG,VG,Maschinenbau
gleich,hoch,gleich,gleich,gleich,gleich,3,5,3,2,3,,1,3,3,3,3,1,2,1,5,3,1,1,3,5,5,3,3,1,1,4,1,3,2,3,1,3,1,3,2,Maschinenbau,76,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
gleich,runter,gleich,gleich,gleich,gleich,5,5,3,4,3,,1,5,2,2,1,1,1,1,1,1,1,1,1,5,5,3,3,4,4,4,,,,,,,,,,IKT-Hardware,22,20-49,20-99,14.84848484848485,0,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,5,4,2,2,3,,2,5,1,3,3,3,5,1,4,3,1,2,1,3,5,4,2,1,1,1,2,3,2,3,2,5,1,4,1,Maschinenbau,16,10-19,5-19,155.2,1,VG,VG,Maschinenbau
,,,,,,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maschinenbau,10,10-19,5-19,155.2,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,3,3,2,3,3,,2,5,1,3,5,1,1,1,2,2,2,3,1,3,2,3,3,1,1,1,1,3,1,3,1,3,1,3,1,techDL,120,100-249,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,4,4,2,2,3,,2,2,3,3,4,1,3,1,5,3,1,3,3,5,5,4,4,2,2,4,1,4,1,4,1,5,1,4,1,Maschinenbau,119,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
runter,runter,gleich,runter,gleich,gleich,3,5,3,3,3,,1,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,techDL,4900,>=1000,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,5,4,2,4,3,,4,4,1,1,4,2,2,3,5,5,4,1,3,5,5,4,2,3,4,4,1,4,1,4,1,4,1,4,4,Sonstiges VG,130,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,1,1,3,3,3,,3,3,3,3,4,1,2,3,5,5,2,2,5,5,4,2,4,4,2,5,,,,,,,,,,Fahrzeugbau,46,20-49,20-99,26.93333333333333,0,VG,VG,Fahrzeugbau
gleich,gleich,gleich,runter,runter,runter,2,5,3,3,3,,2,1,3,3,1,1,4,4,5,4,4,1,2,5,5,3,3,2,4,5,,,,,,,,,,Fahrzeugbau,262,250-499,>=100,20.375,0,VG,VG,Fahrzeugbau
runter,gleich,hoch,hoch,gleich,gleich,3,4,2,3,3,,2,4,3,1,5,4,4,4,4,4,3,3,3,4,2,5,5,2,3,2,1,3,1,3,1,3,1,3,4,Maschinenbau,824,500-999,>=100,39.74509803921568,1,VG,VG,Maschinenbau
runter,runter,gleich,hoch,hoch,hoch,5,4,2,2,3,,1,5,2,2,4,1,3,1,2,2,1,2,1,4,5,5,5,1,1,1,1,5,2,5,1,5,1,2,1,Chemie/Pharma,86,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
hoch,hoch,gleich,hoch,hoch,gleich,3,3,3,3,3,,1,2,3,3,2,1,2,1,4,4,2,2,1,3,1,2,2,1,1,1,,,,,,,,,,Sonstiges VG,50,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,gleich,hoch,hoch,hoch,hoch,3,4,2,3,3,,2,3,3,3,5,1,4,3,3,4,,4,3,4,2,3,3,1,1,3,1,4,1,4,1,5,1,5,3,Sonstiges VG,449,250-499,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,5,4,3,3,3,,2,5,3,3,5,1,1,1,3,3,1,3,3,3,2,1,1,1,1,5,1,3,2,3,2,3,1,3,1,Sonstiges VG,7,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
runter,gleich,runter,runter,runter,runter,3,4,2,4,3,,3,2,1,1,5,2,2,4,5,5,1,1,4,5,5,4,4,3,4,5,1,5,2,4,1,5,1,5,1,IKT-Hardware,350,250-499,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,hoch,hoch,gleich,5,5,2,3,3,,2,4,1,3,2,2,3,2,5,3,2,3,2,4,5,4,5,2,1,2,1,4,2,4,1,4,1,4,3,Chemie/Pharma,480,250-499,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,runter,gleich,hoch,hoch,gleich,4,3,2,2,2,,2,4,3,3,5,2,3,4,3,4,2,3,1,3,1,3,3,1,1,2,,,,,,,,,,Sonstiges VG,60,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,hoch,hoch,hoch,hoch,gleich,4,4,2,4,3,,2,4,3,3,5,1,3,1,5,5,2,3,1,4,4,4,,1,5,4,1,4,2,5,1,5,1,5,3,Sonstiges VG,220,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,runter,gleich,gleich,gleich,4,5,3,3,3,,2,4,3,3,3,1,1,2,5,5,3,1,3,3,2,1,1,3,3,4,1,5,1,4,1,5,1,5,1,Sonstiges VG,9,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
gleich,runter,gleich,runter,runter,gleich,2,1,3,3,3,,3,2,3,3,5,1,2,2,5,4,1,1,1,5,1,3,1,5,4,4,,,,,,,,,,Sonstiges VG,5,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,5,4,3,3,3,,1,4,1,3,,2,2,5,4,4,2,2,5,4,5,3,5,2,1,4,,,,,,,,,,Sonstiges VG,7,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,3,3,2,2,3,,1,3,3,3,5,4,4,1,1,1,1,4,1,1,1,2,4,1,1,1,1,3,2,3,2,3,,3,4,Sonstiges VG,5,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
hoch,hoch,gleich,hoch,hoch,gleich,2,5,2,3,3,,1,3,3,3,4,1,1,1,2,2,2,2,4,3,2,2,2,2,3,3,1,4,1,4,1,5,1,5,1,techDL,4,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,hoch,gleich,hoch,gleich,gleich,2,4,3,4,3,,3,2,2,2,1,1,2,4,5,5,1,1,4,5,5,1,1,3,4,5,1,4,1,5,1,4,2,2,3,Chemie/Pharma,50,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,runter,runter,gleich,gleich,gleich,5,3,3,3,3,,1,5,3,3,4,1,3,3,5,4,1,3,3,5,5,3,3,3,3,3,1,3,2,3,1,3,1,3,2,Sonstiges VG,41,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
hoch,hoch,hoch,hoch,hoch,hoch,5,4,3,3,3,,2,4,3,3,2,1,4,4,4,5,4,2,3,3,4,3,4,3,1,4,1,3,2,3,1,3,1,3,2,Sonstiges VG,239,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,gleich,hoch,runter,gleich,gleich,4,4,3,3,3,,2,4,3,3,3,1,2,3,5,4,1,1,3,5,4,2,3,3,3,3,2,5,1,5,2,4,1,5,1,Sonstiges VG,19,10-19,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,5,4,2,3,3,,2,5,3,3,5,1,3,1,5,5,3,4,4,4,5,3,2,3,1,3,1,1,1,1,1,1,1,1,2,Sonstiges VG,20,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,4,3,3,3,3,,2,3,3,3,,5,5,1,4,2,5,5,2,5,1,1,5,1,1,1,,,,,,,,,,Chemie/Pharma,22,20-49,20-99,23.925,0,VG,VG,Chemie/Pharma
gleich,hoch,hoch,hoch,gleich,gleich,3,4,3,3,3,,3,4,3,3,4,1,3,3,5,5,2,3,3,4,4,3,3,3,3,3,1,3,,3,1,4,2,3,3,Maschinenbau,35,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,hoch,runter,runter,gleich,3,5,2,3,3,,2,3,2,2,3,1,3,3,4,4,1,3,3,4,5,4,3,1,3,3,1,3,2,3,1,3,1,3,2,Maschinenbau,85,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,gleich,,,gleich,1,5,3,4,3,,1,1,3,3,5,1,1,1,5,3,,,1,1,1,5,1,,1,,,,,,,,,,,Maschinenbau,10,10-19,5-19,155.2,0,VG,VG,Maschinenbau
runter,runter,gleich,runter,runter,gleich,2,5,3,3,2,Webseitenanalyse,1,5,3,3,4,1,4,4,5,3,1,3,3,4,4,4,3,1,1,4,2,4,1,1,1,,1,1,1,IKT-Hardware,22,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,gleich,gleich,gleich,2,5,3,4,3,,1,3,3,3,4,1,1,1,5,5,1,3,4,5,5,5,5,5,5,4,2,3,2,3,1,3,1,3,1,Chemie/Pharma,10,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
gleich,gleich,runter,gleich,gleich,gleich,4,5,2,3,3,,1,4,3,3,4,1,3,1,5,4,1,1,1,4,5,4,3,1,1,1,,,,,,,,,,Sonstiges VG,85,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
gleich,gleich,hoch,gleich,gleich,gleich,4,4,3,3,3,,2,4,1,1,5,2,2,2,4,4,1,1,4,4,4,3,2,2,3,4,,1,,1,1,1,,1,3,Maschinenbau,300,250-499,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,runter,gleich,runter,gleich,gleich,2,4,3,3,3,,2,1,3,3,5,1,3,2,4,5,3,4,3,2,3,3,3,2,3,4,1,3,1,3,1,3,1,3,4,Maschinenbau,7,5-9,5-19,155.2,1,VG,VG,Maschinenbau
runter,runter,runter,gleich,gleich,runter,4,2,3,4,3,,4,4,3,3,2,1,1,5,5,5,1,1,3,3,1,1,1,5,1,5,1,5,1,5,1,5,1,5,3,Sonstiges VG,8,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,2,2,3,4,3,,3,2,3,3,4,1,2,5,5,5,1,2,5,5,5,4,3,2,3,4,2,2,2,2,,2,2,2,2,sonstigeDL,27,20-49,20-99,32.41176470588236,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,hoch,gleich,gleich,4,4,3,3,3,,2,4,1,1,4,1,3,2,4,4,2,4,3,4,,3,2,3,2,4,1,4,2,2,1,4,1,3,3,Sonstiges VG,175,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,runter,gleich,runter,runter,runter,5,4,2,3,3,,1,5,1,3,5,1,3,1,3,3,1,4,2,3,3,4,4,2,1,3,2,3,2,3,1,3,1,3,2,Sonstiges VG,54,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,runter,gleich,runter,runter,gleich,3,2,2,2,2,,3,3,3,3,5,2,2,3,4,3,3,3,3,3,3,2,1,1,1,1,,,,,,,,,,Sonstiges VG,12,10-19,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
hoch,hoch,hoch,hoch,hoch,hoch,2,5,2,3,3,,2,2,3,3,4,1,3,2,5,5,2,3,3,5,5,4,4,3,3,5,1,5,2,4,1,4,1,4,1,Sonstiges VG,39,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,runter,hoch,hoch,hoch,2,3,2,2,3,,3,2,1,3,3,1,1,1,4,1,1,3,2,4,3,3,3,2,1,3,1,5,2,3,1,5,1,5,1,Fahrzeugbau,49,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
gleich,hoch,gleich,hoch,hoch,gleich,2,3,3,4,3,,3,3,3,2,4,1,1,1,5,4,1,1,4,3,4,1,1,1,1,1,2,5,2,5,1,5,1,5,1,Chemie/Pharma,24,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,runter,gleich,gleich,gleich,gleich,4,,,4,3,,4,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2,1,,,,,1,Chemie/Pharma,4,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,gleich,gleich,runter,gleich,gleich,5,5,3,3,3,,2,5,3,3,5,1,1,3,5,5,2,1,2,5,2,3,2,4,2,4,1,3,2,3,1,3,1,5,4,Maschinenbau,200,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
hoch,hoch,gleich,hoch,hoch,hoch,5,5,3,4,3,,1,5,1,,5,1,1,1,5,5,1,3,5,5,5,5,5,5,1,5,1,5,1,5,2,5,1,5,2,ReSteuWip,18,10-19,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,hoch,runter,runter,hoch,runter,5,4,2,4,3,,2,4,2,3,5,2,3,1,5,4,3,3,4,5,5,3,3,3,2,2,,,,,,,,,,ReSteuWip,5,5-9,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,hoch,gleich,gleich,gleich,5,4,3,4,3,,3,5,2,2,2,2,2,2,5,5,4,3,3,5,4,4,4,4,,,,,,,,,,,,Medienbranche,6,5-9,5-19,130.2916666666667,0,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,runter,runter,gleich,3,3,2,3,3,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,,3,,3,,3,1,IKT-Dienstleister,4,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,hoch,gleich,hoch,5,5,2,2,3,,1,5,1,1,5,3,4,1,3,1,1,3,2,3,2,3,4,2,1,1,,,,,,,,,,Werbung,200,100-249,>=100,28.5,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,hoch,hoch,gleich,3,3,2,2,3,,2,2,3,3,3,1,3,1,4,3,1,3,1,2,5,3,3,3,2,1,,,,,,,,,,IKT-Hardware,15,10-19,5-19,74.07142857142857,0,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,gleich,gleich,gleich,3,3,2,3,3,,3,5,3,2,5,4,5,2,4,3,5,4,1,4,4,3,5,2,2,3,2,4,2,5,2,5,2,5,4,FuE,22,20-49,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,4,5,2,3,3,,1,5,1,2,5,1,4,1,4,3,1,3,3,4,4,4,4,1,1,4,1,3,2,3,1,3,1,3,4,techDL,27,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,hoch,gleich,gleich,gleich,2,5,3,3,3,,1,5,3,,3,1,2,3,4,4,3,3,5,4,4,3,4,4,2,4,1,4,1,4,1,,1,4,1,IKT-Dienstleister,50,50-99,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,hoch,gleich,gleich,gleich,3,5,2,3,3,,2,2,3,3,5,1,3,2,4,4,2,3,2,4,3,3,3,2,2,3,1,3,2,3,1,5,1,3,3,Sonstiges VG,679,500-999,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
hoch,hoch,gleich,gleich,gleich,gleich,2,2,3,3,3,,2,2,3,3,3,1,2,1,4,2,1,1,4,1,1,3,2,4,1,4,2,4,2,4,1,4,1,4,1,Fahrzeugbau,5,5-9,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,gleich,runter,runter,gleich,runter,4,4,3,3,2,,2,3,1,3,4,2,4,2,4,4,1,3,3,4,5,5,4,3,1,5,,,,,,,,,,UBeratung,33,20-49,20-99,96.14285714285714,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,hoch,gleich,hoch,5,4,2,3,3,,2,4,3,3,3,1,3,4,4,4,2,3,4,5,5,5,4,3,2,3,1,5,2,5,1,5,1,4,3,Medienbranche,958,500-999,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
runter,gleich,gleich,gleich,gleich,gleich,2,5,3,3,3,,2,2,3,3,2,1,1,3,5,4,3,2,2,5,5,3,3,2,1,2,1,4,2,2,1,5,1,3,1,Werbung,42,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,3,3,2,3,,3,2,3,1,3,1,2,3,4,4,2,2,3,2,3,3,2,1,4,4,1,3,1,3,1,5,1,4,1,Medienbranche,5,5-9,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
